timestamp,year,month,day,hour,province,location,lat,lon,aqi,pollution_level,pollution_class,pm2_5,pm10,co,no2,so2,o3,temp,humidity,rain,pressure,wind_speed,wind_dir,cloud
2025-10-14 16:00:00,2025,10,14,16,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-14 17:00:00,2025,10,14,17,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-14 18:00:00,2025,10,14,18,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-14 19:00:00,2025,10,14,19,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-14 20:00:00,2025,10,14,20,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-14 21:00:00,2025,10,14,21,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-14 22:00:00,2025,10,14,22,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-14 23:00:00,2025,10,14,23,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 00:00:00,2025,10,15,0,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 01:00:00,2025,10,15,1,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 02:00:00,2025,10,15,2,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 03:00:00,2025,10,15,3,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 04:00:00,2025,10,15,4,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 05:00:00,2025,10,15,5,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 06:00:00,2025,10,15,6,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 07:00:00,2025,10,15,7,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 08:00:00,2025,10,15,8,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 09:00:00,2025,10,15,9,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 10:00:00,2025,10,15,10,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 11:00:00,2025,10,15,11,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 12:00:00,2025,10,15,12,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 13:00:00,2025,10,15,13,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 14:00:00,2025,10,15,14,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 15:00:00,2025,10,15,15,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 16:00:00,2025,10,15,16,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 17:00:00,2025,10,15,17,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 18:00:00,2025,10,15,18,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 19:00:00,2025,10,15,19,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 20:00:00,2025,10,15,20,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 21:00:00,2025,10,15,21,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 22:00:00,2025,10,15,22,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-15 23:00:00,2025,10,15,23,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 00:00:00,2025,10,16,0,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 01:00:00,2025,10,16,1,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 02:00:00,2025,10,16,2,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 03:00:00,2025,10,16,3,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 04:00:00,2025,10,16,4,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 05:00:00,2025,10,16,5,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 06:00:00,2025,10,16,6,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 07:00:00,2025,10,16,7,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 08:00:00,2025,10,16,8,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 09:00:00,2025,10,16,9,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 10:00:00,2025,10,16,10,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 11:00:00,2025,10,16,11,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 12:00:00,2025,10,16,12,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 13:00:00,2025,10,16,13,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 14:00:00,2025,10,16,14,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 15:00:00,2025,10,16,15,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 16:00:00,2025,10,16,16,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 17:00:00,2025,10,16,17,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 18:00:00,2025,10,16,18,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 19:00:00,2025,10,16,19,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 20:00:00,2025,10,16,20,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 21:00:00,2025,10,16,21,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 22:00:00,2025,10,16,22,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-16 23:00:00,2025,10,16,23,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 00:00:00,2025,10,17,0,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 01:00:00,2025,10,17,1,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 02:00:00,2025,10,17,2,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 03:00:00,2025,10,17,3,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 04:00:00,2025,10,17,4,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 05:00:00,2025,10,17,5,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 06:00:00,2025,10,17,6,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 07:00:00,2025,10,17,7,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 08:00:00,2025,10,17,8,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 09:00:00,2025,10,17,9,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
2025-10-17 10:00:00,2025,10,17,10,Tây Ninh,Xã Phước Vinh,11.44656,105.935137,,Unknown,,,,,,,,,,,,,,
